timestamp,sim_time,image,steering,speed,command
JC_20260623_162432_841980,19.168,JC_20260623_162432_841980.png,-0.05937,50,2
JC_20260623_162433_127590,19.28,JC_20260623_162433_127590.png,-0.07926,50,2
JC_20260623_162433_449862,19.392,JC_20260623_162433_449862.png,-0.06419,50,2
JC_20260623_162433_730877,19.504,JC_20260623_162433_730877.png,-0.07798,50,2
JC_20260623_162433_985720,19.616,JC_20260623_162433_985720.png,-0.05998,50,2
JC_20260623_162434_282449,19.728,JC_20260623_162434_282449.png,-0.07677,50,2
JC_20260623_162434_570539,19.84,JC_20260623_162434_570539.png,-0.06195,50,2
JC_20260623_162434_881669,19.952,JC_20260623_162434_881669.png,-0.08123,50,2
JC_20260623_162435_258616,20.064,JC_20260623_162435_258616.png,-0.06531,50,2
JC_20260623_162435_548843,20.176,JC_20260623_162435_548843.png,-0.07621,50,2
JC_20260623_162435_837986,20.288,JC_20260623_162435_837986.png,-0.064,50,2
JC_20260623_162436_124822,20.4,JC_20260623_162436_124822.png,-0.07748,50,2
JC_20260623_162436_411782,20.512,JC_20260623_162436_411782.png,-0.07044,50,2
JC_20260623_162436_736717,20.624,JC_20260623_162436_736717.png,-0.04897,50,2
JC_20260623_162437_135960,20.736,JC_20260623_162437_135960.png,-0.05326,50,2
JC_20260623_162440_298390,20.896,JC_20260623_162440_298390.png,-0.04624,50,2
JC_20260623_162441_001842,21.104,JC_20260623_162441_001842.png,-0.04034,50,2
JC_20260623_162441_635620,21.312,JC_20260623_162441_635620.png,-0.02506,50,2
JC_20260623_162442_287751,21.52,JC_20260623_162442_287751.png,-0.00367,50,2
JC_20260623_162442_996061,21.728,JC_20260623_162442_996061.png,0.0016,50,2
JC_20260623_162443_616843,21.936,JC_20260623_162443_616843.png,0.00923,50,2
JC_20260623_162444_186081,22.144,JC_20260623_162444_186081.png,0.00629,50,2
JC_20260623_162444_896415,22.352,JC_20260623_162444_896415.png,-0.01106,50,2
JC_20260623_162445_488656,22.56,JC_20260623_162445_488656.png,-0.01698,50,2
JC_20260623_162446_130964,22.768,JC_20260623_162446_130964.png,-0.0174,50,2
JC_20260623_162446_766036,22.976,JC_20260623_162446_766036.png,0.01207,50,2
JC_20260623_162447_367184,23.184,JC_20260623_162447_367184.png,0.01041,50,2
JC_20260623_162448_001828,23.392,JC_20260623_162448_001828.png,0.01096,50,2
JC_20260623_162448_602139,23.6,JC_20260623_162448_602139.png,-0.00369,50,2
JC_20260623_162449_169446,23.808,JC_20260623_162449_169446.png,-0.01688,50,2
JC_20260623_162449_699607,24.016,JC_20260623_162449_699607.png,-0.01541,50,2
JC_20260623_162450_117505,24.224,JC_20260623_162450_117505.png,0.00692,50,2
JC_20260623_162450_740133,24.432,JC_20260623_162450_740133.png,0.01265,50,2
JC_20260623_162451_311138,24.64,JC_20260623_162451_311138.png,0.01242,50,2
JC_20260623_162451_761936,24.848,JC_20260623_162451_761936.png,0.00437,50,2
JC_20260623_162452_329748,25.056,JC_20260623_162452_329748.png,-0.01394,50,2
JC_20260623_162452_919809,25.264,JC_20260623_162452_919809.png,-0.01535,50,2
JC_20260623_162453_368495,25.472,JC_20260623_162453_368495.png,-0.01329,50,2
JC_20260623_162453_827978,25.68,JC_20260623_162453_827978.png,0.01135,50,2
JC_20260623_162454_431638,25.888,JC_20260623_162454_431638.png,0.01036,50,2
JC_20260623_162454_939296,26.096,JC_20260623_162454_939296.png,0.01595,50,2
JC_20260623_162455_382999,26.304,JC_20260623_162455_382999.png,-0.0038,50,2
JC_20260623_162455_774664,26.512,JC_20260623_162455_774664.png,-0.0153,50,2
JC_20260623_162456_375610,26.72,JC_20260623_162456_375610.png,-0.00862,50,2
JC_20260623_162456_769497,26.928,JC_20260623_162456_769497.png,0.00503,50,2
JC_20260623_162457_408474,27.136,JC_20260623_162457_408474.png,0.01109,50,2
JC_20260623_162457_821995,27.344,JC_20260623_162457_821995.png,0.01268,50,2
JC_20260623_162458_177070,27.552,JC_20260623_162458_177070.png,0.0091,50,2
JC_20260623_162458_605237,27.76,JC_20260623_162458_605237.png,-0.01262,50,2
JC_20260623_162459_199365,27.968,JC_20260623_162459_199365.png,-0.01438,50,2
JC_20260623_162459_597906,28.176,JC_20260623_162459_597906.png,-0.00593,50,2
JC_20260623_162459_986694,28.384,JC_20260623_162459_986694.png,0.01435,50,2
JC_20260623_162500_572544,28.592,JC_20260623_162500_572544.png,0.00917,50,2
JC_20260623_162501_171150,28.8,JC_20260623_162501_171150.png,0.00793,50,2
JC_20260623_162501_596776,29.008,JC_20260623_162501_596776.png,-0.00268,50,2
JC_20260623_162502_207195,29.216,JC_20260623_162502_207195.png,-0.01671,50,2
JC_20260623_162502_620926,29.424,JC_20260623_162502_620926.png,-0.00864,50,2
JC_20260623_162503_008476,29.632,JC_20260623_162503_008476.png,0.009,50,2
JC_20260623_162503_388786,29.84,JC_20260623_162503_388786.png,0.01261,50,2
JC_20260623_162503_900959,30.048,JC_20260623_162503_900959.png,0.0112,50,2
JC_20260623_162504_391092,30.256,JC_20260623_162504_391092.png,-0.00191,50,2
JC_20260623_162504_825502,30.464,JC_20260623_162504_825502.png,-0.01175,50,2
JC_20260623_162505_251622,30.672,JC_20260623_162505_251622.png,-0.01599,50,2
JC_20260623_162505_832639,30.88,JC_20260623_162505_832639.png,0.00061,50,2
JC_20260623_162506_336795,31.088,JC_20260623_162506_336795.png,0.01741,50,2
JC_20260623_162506_754986,31.296,JC_20260623_162506_754986.png,0.00892,50,2
JC_20260623_162507_105584,31.504,JC_20260623_162507_105584.png,0.00606,50,2
JC_20260623_162507_686028,31.712,JC_20260623_162507_686028.png,-0.01028,50,2
JC_20260623_162508_265936,31.92,JC_20260623_162508_265936.png,0,30,2
JC_20260623_162508_720107,32.128,JC_20260623_162508_720107.png,-0.01384,50,2
JC_20260623_162509_306608,32.336,JC_20260623_162509_306608.png,0.01592,50,2
JC_20260623_162509_722736,32.544,JC_20260623_162509_722736.png,0.00897,50,2
JC_20260623_162510_089618,32.752,JC_20260623_162510_089618.png,0.01279,50,2
JC_20260623_162510_610784,32.96,JC_20260623_162510_610784.png,0.00829,50,2
JC_20260623_162511_147934,33.168,JC_20260623_162511_147934.png,-0.01389,50,2
JC_20260623_162511_590266,33.376,JC_20260623_162511_590266.png,-0.01511,50,2
JC_20260623_162511_958277,33.584,JC_20260623_162511_958277.png,0.00657,50,2
JC_20260623_162512_496109,33.792,JC_20260623_162512_496109.png,0.0068,50,2
JC_20260623_162512_898389,34,JC_20260623_162512_898389.png,0.01104,50,2
JC_20260623_162513_237279,34.208,JC_20260623_162513_237279.png,0.00706,50,2
JC_20260623_162513_640757,34.416,JC_20260623_162513_640757.png,-0.002,50,2
JC_20260623_162514_068683,34.624,JC_20260623_162514_068683.png,-0.01759,50,2
JC_20260623_162514_667737,34.832,JC_20260623_162514_667737.png,-0.00508,50,2
JC_20260623_162515_251616,35.04,JC_20260623_162515_251616.png,0.01736,50,2
JC_20260623_162515_724781,35.248,JC_20260623_162515_724781.png,0.00974,50,2
JC_20260623_162516_152370,35.456,JC_20260623_162516_152370.png,0.01043,50,2
JC_20260623_162516_715835,35.664,JC_20260623_162516_715835.png,-0.00213,50,2
JC_20260623_162517_171750,35.872,JC_20260623_162517_171750.png,-0.01076,50,2
JC_20260623_162517_738399,36.08,JC_20260623_162517_738399.png,-0.0143,50,2
JC_20260623_162518_126818,36.288,JC_20260623_162518_126818.png,-0.00278,50,2
JC_20260623_162518_540731,36.496,JC_20260623_162518_540731.png,0.01022,50,2
JC_20260623_162518_955682,36.704,JC_20260623_162518_955682.png,0.01155,50,2
JC_20260623_162519_558673,36.912,JC_20260623_162519_558673.png,0.00548,50,2
JC_20260623_162520_001220,37.12,JC_20260623_162520_001220.png,-0.01121,50,2
JC_20260623_162520_444752,37.328,JC_20260623_162520_444752.png,-0.01695,50,2
JC_20260623_162520_822122,37.536,JC_20260623_162520_822122.png,-0.01791,50,2
JC_20260623_162521_405896,37.744,JC_20260623_162521_405896.png,0.01373,50,2
JC_20260623_162521_757580,37.952,JC_20260623_162521_757580.png,0.00821,50,2
JC_20260623_162522_128541,38.16,JC_20260623_162522_128541.png,0.01228,50,2
JC_20260623_162522_576773,38.368,JC_20260623_162522_576773.png,-0.00381,50,2
JC_20260623_162523_116200,38.576,JC_20260623_162523_116200.png,-0.01708,50,2
JC_20260623_162523_677469,38.784,JC_20260623_162523_677469.png,-0.01556,50,2
JC_20260623_162524_239371,38.992,JC_20260623_162524_239371.png,0.00693,50,2
JC_20260623_162524_605183,39.2,JC_20260623_162524_605183.png,0.0184,50,2
JC_20260623_162524_944885,39.408,JC_20260623_162524_944885.png,0.00434,50,2
JC_20260623_162525_308579,39.616,JC_20260623_162525_308579.png,-0.00874,50,2
JC_20260623_162525_644962,39.824,JC_20260623_162525_644962.png,-0.01133,50,2
JC_20260623_162526_231046,40.032,JC_20260623_162526_231046.png,0.00281,50,2
JC_20260623_162526_648337,40.24,JC_20260623_162526_648337.png,-0.0125,50,2
JC_20260623_162526_877159,40.368,JC_20260623_162526_877159.png,-0.04321,50,2
JC_20260623_162527_148592,40.528,JC_20260623_162527_148592.png,-0.0414,50,2
JC_20260623_162527_485684,40.736,JC_20260623_162527_485684.png,-0.03492,50,2
JC_20260623_162527_945183,40.912,JC_20260623_162527_945183.png,-0.0426,50,2
JC_20260623_162528_368274,41.072,JC_20260623_162528_368274.png,-0.04028,50,2
JC_20260623_162528_803947,41.28,JC_20260623_162528_803947.png,-0.03186,50,2
JC_20260623_162529_164349,41.488,JC_20260623_162529_164349.png,-0.0407,50,2
JC_20260623_162529_576193,41.68,JC_20260623_162529_576193.png,-0.045,50,2
JC_20260623_162530_192606,41.888,JC_20260623_162530_192606.png,-0.04985,50,2
JC_20260623_162530_662092,42.096,JC_20260623_162530_662092.png,-0.03908,50,2
JC_20260623_162531_125685,42.272,JC_20260623_162531_125685.png,-0.0454,50,2
JC_20260623_162531_559241,42.432,JC_20260623_162531_559241.png,-0.04129,50,2
JC_20260623_162532_137605,42.64,JC_20260623_162532_137605.png,-0.02604,50,2
JC_20260623_162532_652810,42.848,JC_20260623_162532_652810.png,-0.03382,50,2
JC_20260623_162533_071888,43.056,JC_20260623_162533_071888.png,-0.0476,50,2
JC_20260623_162533_393104,43.232,JC_20260623_162533_393104.png,-0.04292,50,2
JC_20260623_162533_982711,43.44,JC_20260623_162533_982711.png,-0.02476,50,2
JC_20260623_162534_344358,43.648,JC_20260623_162534_344358.png,-0.0355,50,2
JC_20260623_162534_837319,43.824,JC_20260623_162534_837319.png,-0.04371,50,2
JC_20260623_162535_299981,44.032,JC_20260623_162535_299981.png,-0.03485,50,2
JC_20260623_162535_724378,44.24,JC_20260623_162535_724378.png,-0.03694,50,2
JC_20260623_162536_029261,44.432,JC_20260623_162536_029261.png,-0.04759,50,2
JC_20260623_162536_446612,44.592,JC_20260623_162536_446612.png,-0.04009,50,2
JC_20260623_162537_027388,44.8,JC_20260623_162537_027388.png,-0.02685,50,2
JC_20260623_162537_536030,45.008,JC_20260623_162537_536030.png,-0.03134,50,2
JC_20260623_162537_869509,45.2,JC_20260623_162537_869509.png,-0.04328,50,2
JC_20260623_162538_262894,45.408,JC_20260623_162538_262894.png,-0.03854,50,2
JC_20260623_162538_841467,45.6,JC_20260623_162538_841467.png,-0.0466,50,2
JC_20260623_162539_318881,45.792,JC_20260623_162539_318881.png,-0.045,50,2
JC_20260623_162539_744129,45.984,JC_20260623_162539_744129.png,-0.04345,50,2
JC_20260623_162540_096948,46.192,JC_20260623_162540_096948.png,-0.03116,50,2
JC_20260623_162540_693741,46.4,JC_20260623_162540_693741.png,-0.0405,50,2
JC_20260623_162541_024661,46.56,JC_20260623_162541_024661.png,-0.04221,50,2
JC_20260623_162541_389652,46.768,JC_20260623_162541_389652.png,-0.03278,50,2
JC_20260623_162541_729307,46.976,JC_20260623_162541_729307.png,-0.03859,50,2
JC_20260623_162542_272701,47.184,JC_20260623_162542_272701.png,-0.04413,50,2
JC_20260623_162542_661997,47.328,JC_20260623_162542_661997.png,-0.04326,50,2
JC_20260623_162543_170059,47.536,JC_20260623_162543_170059.png,-0.02672,50,2
JC_20260623_162543_717143,47.744,JC_20260623_162543_717143.png,-0.03287,50,2
JC_20260623_162544_129374,47.936,JC_20260623_162544_129374.png,-0.04159,50,2
JC_20260623_162544_526730,48.144,JC_20260623_162544_526730.png,-0.03368,50,2
JC_20260623_162544_895382,48.352,JC_20260623_162544_895382.png,-0.03626,50,2
JC_20260623_162545_448632,48.544,JC_20260623_162545_448632.png,-0.04404,50,2
JC_20260623_162545_906973,48.704,JC_20260623_162545_906973.png,-0.04225,50,2
JC_20260623_162546_157425,48.816,JC_20260623_162546_157425.png,-0.04016,50,2
JC_20260623_162546_605892,49.024,JC_20260623_162546_605892.png,-0.0155,50,2
JC_20260623_162547_136522,49.232,JC_20260623_162547_136522.png,-0.02277,50,2
JC_20260623_162547_435289,49.344,JC_20260623_162547_435289.png,-0.04403,50,2
JC_20260623_162547_901376,49.52,JC_20260623_162547_901376.png,-0.04441,50,2
JC_20260623_162548_489198,49.728,JC_20260623_162548_489198.png,-0.04365,50,2
JC_20260623_162548_857167,49.92,JC_20260623_162548_857167.png,-0.04147,50,2
JC_20260623_162549_198640,50.08,JC_20260623_162549_198640.png,-0.04381,50,2
JC_20260623_162549_631278,50.288,JC_20260623_162549_631278.png,-0.0373,50,2
JC_20260623_162550_182837,50.496,JC_20260623_162550_182837.png,-0.0365,50,2
JC_20260623_162550_672093,50.704,JC_20260623_162550_672093.png,-0.04088,50,2
JC_20260623_162551_174953,50.912,JC_20260623_162551_174953.png,-0.02615,50,2
JC_20260623_162551_725642,51.12,JC_20260623_162551_725642.png,-0.02415,50,2
JC_20260623_162552_327749,51.328,JC_20260623_162552_327749.png,0.00401,50,2
JC_20260623_162552_720563,51.536,JC_20260623_162552_720563.png,0.00348,50,2
JC_20260623_162553_241896,51.744,JC_20260623_162553_241896.png,0.00921,50,2
JC_20260623_162553_780984,51.952,JC_20260623_162553_780984.png,-0.00555,50,2
JC_20260623_162554_363869,52.16,JC_20260623_162554_363869.png,-0.01698,50,2
JC_20260623_162554_830598,52.368,JC_20260623_162554_830598.png,-0.00937,50,2
JC_20260623_162555_424709,52.576,JC_20260623_162555_424709.png,0.00027,50,2
JC_20260623_162555_951476,52.784,JC_20260623_162555_951476.png,0.01581,50,2
JC_20260623_162556_468104,52.992,JC_20260623_162556_468104.png,0.00812,50,2
JC_20260623_162557_080935,53.2,JC_20260623_162557_080935.png,0.00366,50,2
JC_20260623_162557_659213,53.408,JC_20260623_162557_659213.png,-0.01359,50,2
JC_20260623_162558_158559,53.616,JC_20260623_162558_158559.png,-0.01709,50,2
JC_20260623_162558_694607,53.824,JC_20260623_162558_694607.png,-0.00621,50,2
JC_20260623_162559_292340,54.032,JC_20260623_162559_292340.png,0.01252,50,2
JC_20260623_162559_796952,54.24,JC_20260623_162559_796952.png,0.00974,50,2
JC_20260623_162600_256350,54.448,JC_20260623_162600_256350.png,0.01148,50,2
JC_20260623_162600_849744,54.656,JC_20260623_162600_849744.png,-0.00523,50,2
JC_20260623_162601_390321,54.864,JC_20260623_162601_390321.png,-0.01762,50,2
JC_20260623_162601_840825,55.072,JC_20260623_162601_840825.png,-0.01793,50,2
JC_20260623_162602_301760,55.28,JC_20260623_162602_301760.png,0.00357,50,2
JC_20260623_162602_908302,55.488,JC_20260623_162602_908302.png,0.0135,50,2
JC_20260623_162603_418982,55.696,JC_20260623_162603_418982.png,0.01055,50,2
JC_20260623_162603_951354,55.904,JC_20260623_162603_951354.png,0.00693,50,2
JC_20260623_162604_494066,56.112,JC_20260623_162604_494066.png,-0.01316,50,2
JC_20260623_162605_046429,56.32,JC_20260623_162605_046429.png,-0.01576,50,2
JC_20260623_162605_605681,56.528,JC_20260623_162605_605681.png,-0.00676,50,2
JC_20260623_162606_164184,56.736,JC_20260623_162606_164184.png,0.01391,50,2
JC_20260623_162606_648915,56.944,JC_20260623_162606_648915.png,0.01039,50,2
JC_20260623_162607_240413,57.152,JC_20260623_162607_240413.png,0.01561,50,2
JC_20260623_162607_755910,57.36,JC_20260623_162607_755910.png,-0.00549,50,2
JC_20260623_162608_251129,57.568,JC_20260623_162608_251129.png,-0.0179,50,2
JC_20260623_162608_885003,57.776,JC_20260623_162608_885003.png,-0.0095,50,2
JC_20260623_162609_462304,57.984,JC_20260623_162609_462304.png,0.01116,50,2
JC_20260623_162610_038682,58.192,JC_20260623_162610_038682.png,0.01142,50,2
JC_20260623_162610_569356,58.4,JC_20260623_162610_569356.png,0.01176,50,2
JC_20260623_162611_088148,58.608,JC_20260623_162611_088148.png,0.00912,50,2
JC_20260623_162611_694336,58.816,JC_20260623_162611_694336.png,-0.01346,50,2
JC_20260623_162612_164544,59.024,JC_20260623_162612_164544.png,-0.01655,50,2
JC_20260623_162612_654263,59.232,JC_20260623_162612_654263.png,-0.00666,50,2
JC_20260623_162613_127380,59.44,JC_20260623_162613_127380.png,0.0157,50,2
JC_20260623_162613_717237,59.648,JC_20260623_162613_717237.png,0.00896,50,2
JC_20260623_162614_142059,59.856,JC_20260623_162614_142059.png,0.00718,50,2
JC_20260623_162614_550996,60.064,JC_20260623_162614_550996.png,-0.00276,50,2
JC_20260623_162615_111529,60.272,JC_20260623_162615_111529.png,-0.0184,50,2
JC_20260623_162615_687950,60.48,JC_20260623_162615_687950.png,-0.01785,50,2
JC_20260623_162616_180107,60.688,JC_20260623_162616_180107.png,0.00898,50,2
JC_20260623_162616_659519,60.896,JC_20260623_162616_659519.png,0.0135,50,2
JC_20260623_162617_268026,61.104,JC_20260623_162617_268026.png,0.01593,50,2
JC_20260623_162617_860610,61.312,JC_20260623_162617_860610.png,0.00297,50,2
JC_20260623_162618_378353,61.52,JC_20260623_162618_378353.png,0.00194,50,2
JC_20260623_162618_927355,61.728,JC_20260623_162618_927355.png,-0.01924,50,2
JC_20260623_162619_263060,61.84,JC_20260623_162619_263060.png,-0.04743,50,2
JC_20260623_162619_605851,61.968,JC_20260623_162619_605851.png,-0.0414,50,2
JC_20260623_162619_887538,62.08,JC_20260623_162619_887538.png,-0.06174,50,2
JC_20260623_162620_200798,62.192,JC_20260623_162620_200798.png,-0.0579,50,2
JC_20260623_162620_548605,62.304,JC_20260623_162620_548605.png,-0.05863,50,2
JC_20260623_162620_862886,62.416,JC_20260623_162620_862886.png,-0.06372,50,2
JC_20260623_162621_149804,62.528,JC_20260623_162621_149804.png,-0.05942,50,2
JC_20260623_162621_441517,62.64,JC_20260623_162621_441517.png,-0.06946,50,2
JC_20260623_162621_787909,62.752,JC_20260623_162621_787909.png,-0.06341,50,2
JC_20260623_162622_195843,62.864,JC_20260623_162622_195843.png,-0.07102,50,2
JC_20260623_162622_515717,62.976,JC_20260623_162622_515717.png,-0.0541,50,2
JC_20260623_162622_818832,63.088,JC_20260623_162622_818832.png,-0.07316,50,2
JC_20260623_162623_118539,63.2,JC_20260623_162623_118539.png,-0.06351,50,2
JC_20260623_162623_436001,63.312,JC_20260623_162623_436001.png,-0.07863,50,2
JC_20260623_162623_806245,63.424,JC_20260623_162623_806245.png,-0.06025,50,2
JC_20260623_162624_175705,63.536,JC_20260623_162624_175705.png,-0.07606,50,2
JC_20260623_162624_518219,63.648,JC_20260623_162624_518219.png,-0.05985,50,2
JC_20260623_162624_845463,63.76,JC_20260623_162624_845463.png,-0.07891,50,2
